resume_id,job_id,variant_id,proxy_type,proxy_value,base_score,variant_score,delta
R107,JOB013,R107_CF_CITY,city,Delhi,0.403713,0.402561,-0.0011519999999999864
R107,JOB013,R107_CF_DEGREE,degree,B.Tech,0.403713,0.408085,0.004371999999999987
R107,JOB013,R107_CF_COURSE,course,Electronics,0.403713,0.404023,0.00031000000000003247
R107,JOB013,R107_CF_AGE,age,40,0.403713,0.406455,0.002742000000000022
R107,JOB013,R107_CF_EXPERIENCE,experience,108,0.403713,0.406969,0.0032560000000000366
R108,JOB015,R108_CF_NAME,name,Rohan Gupta,0.423372,0.42039,-0.00298200000000004
R108,JOB015,R108_CF_COLLEGE,college,NIT Tiruchirappalli,0.423372,0.422577,-0.0007950000000000457
R108,JOB015,R108_CF_CITY,city,Delhi,0.423372,0.42184,-0.0015320000000000333
R108,JOB015,R108_CF_DEGREE,degree,B.Sc,0.423372,0.495167,0.071795
R108,JOB015,R108_CF_COURSE,course,Sociology,0.423372,0.423596,0.00022399999999994646
R108,JOB015,R108_CF_AGE,age,38,0.423372,0.42475,0.0013779999999999903
R108,JOB015,R108_CF_EXPERIENCE,experience,120,0.423372,0.423963,0.0005909999999999527
R109,JOB019,R109_CF_NAME,name,Priya Nair,0.466478,0.465003,-0.001475000000000004
R109,JOB019,R109_CF_COLLEGE,college,Indian Institute of Technology Bombay,0.466478,0.46751,0.0010319999999999774
R109,JOB019,R109_CF_CITY,city,Chennai,0.466478,0.465476,-0.0010020000000000029
R109,JOB019,R109_CF_DEGREE,degree,BBA,0.466478,0.466478,0.0
R109,JOB019,R109_CF_COURSE,course,Electrical Engineering,0.466478,0.466643,0.00016499999999997073
R109,JOB019,R109_CF_AGE,age,50,0.466478,0.466478,0.0
R109,JOB019,R109_CF_EXPERIENCE,experience,216,0.466478,0.466478,0.0
R110,JOB020,R110_CF_NAME,name,Ananya Iyer,0.552384,0.547822,-0.004561999999999955
R110,JOB020,R110_CF_COLLEGE,college,Indian Institute of Technology Kanpur,0.552384,0.547991,-0.00439299999999998
R110,JOB020,R110_CF_CITY,city,Pune,0.552384,0.549762,-0.002622000000000013
R110,JOB020,R110_CF_DEGREE,degree,B.A,0.552384,0.482093,-0.07029099999999999
R110,JOB020,R110_CF_COURSE,course,Data Science,0.552384,0.477853,-0.07453099999999996
R110,JOB020,R110_CF_AGE,age,38,0.552384,0.551814,-0.0005699999999999594
R110,JOB020,R110_CF_EXPERIENCE,experience,84,0.552384,0.552494,0.0001100000000000545
R111,JOB014,R111_CF_NAME,name,Ishita Chopra,0.549895,0.550185,0.00029000000000001247
R111,JOB014,R111_CF_COLLEGE,college,BITS Pilani,0.549895,0.548697,-0.0011980000000000324
R111,JOB014,R111_CF_CITY,city,Hyderabad,0.549895,0.549427,-0.00046800000000002395
R111,JOB014,R111_CF_DEGREE,degree,Bachelor,0.549895,0.489895,-0.06
R111,JOB014,R111_CF_AGE,age,29,0.549895,0.549895,0.0
R111,JOB014,R111_CF_EXPERIENCE,experience,60,0.549895,0.549895,0.0
R112,JOB007,R112_CF_NAME,name,Arjun Sharma,0.419171,0.418609,-0.0005620000000000069
R112,JOB007,R112_CF_COLLEGE,college,Indian Institute of Technology Delhi,0.419171,0.419816,0.0006450000000000067
R112,JOB007,R112_CF_CITY,city,Ahmedabad,0.419171,0.418329,-0.0008420000000000094
R112,JOB007,R112_CF_DEGREE,degree,MBA,0.419171,0.41828,-0.0008910000000000307
R112,JOB007,R112_CF_COURSE,course,Economics,0.419171,0.418371,-0.0008000000000000229
R112,JOB007,R112_CF_AGE,age,31,0.419171,0.419501,0.00032999999999999696
R112,JOB007,R112_CF_EXPERIENCE,experience,48,0.419171,0.419154,-1.6999999999989246e-05
R113,JOB024,R113_CF_NAME,name,Aditya Verma,0.473917,0.474689,0.0007720000000000504
R113,JOB024,R113_CF_COLLEGE,college,Indian Institute of Technology Delhi,0.473917,0.474716,0.0007990000000000497
R113,JOB024,R113_CF_CITY,city,Bangalore,0.473917,0.475115,0.0011980000000000324
R113,JOB024,R113_CF_DEGREE,degree,M.E.,0.473917,0.403835,-0.07008199999999998
R113,JOB024,R113_CF_COURSE,course,Biotechnology,0.473917,0.471493,-0.0024239999999999817
R113,JOB024,R113_CF_AGE,age,33,0.473917,0.474583,0.0006659999999999999
R113,JOB024,R113_CF_EXPERIENCE,experience,60,0.473917,0.474583,0.0006659999999999999
R114,JOB008,R114_CF_NAME,name,Neha Kapoor,0.417891,0.416623,-0.0012679999999999914
R114,JOB008,R114_CF_COLLEGE,college,Indian Institute of Technology Madras,0.417891,0.417785,-0.00010599999999999499
R114,JOB008,R114_CF_CITY,city,Bangalore,0.417891,0.417494,-0.0003970000000000362
R114,JOB008,R114_CF_DEGREE,degree,MCA,0.417891,0.48848,0.07058900000000001
R114,JOB008,R114_CF_AGE,age,38,0.417891,0.417891,0.0
R114,JOB008,R114_CF_EXPERIENCE,experience,72,0.417891,0.417891,0.0
R115,JOB006,R115_CF_NAME,name,Vikram Reddy,0.495344,0.498024,0.0026800000000000157
R115,JOB006,R115_CF_COLLEGE,college,Indian Institute of Science Bangalore,0.495344,0.499069,0.0037249999999999783
R115,JOB006,R115_CF_CITY,city,Mumbai,0.495344,0.496615,0.0012709999999999666
R115,JOB006,R115_CF_DEGREE,degree,BCA,0.495344,0.501745,0.00640099999999999
R115,JOB006,R115_CF_COURSE,course,Criminology,0.495344,0.411629,-0.08371499999999998
R115,JOB006,R115_CF_AGE,age,34,0.495344,0.499254,0.003909999999999969
R115,JOB006,R115_CF_EXPERIENCE,experience,74,0.495344,0.499801,0.004456999999999989
R116,JOB021,R116_CF_NAME,name,Divya Rao,0.559483,0.564385,0.004902000000000073
R116,JOB021,R116_CF_COLLEGE,college,Indian Institute of Technology Kharagpur,0.559483,0.564246,0.004763000000000073
R116,JOB021,R116_CF_CITY,city,Chennai,0.559483,0.562621,0.003138000000000085
R116,JOB021,R116_CF_DEGREE,degree,M.Tech,0.559483,0.565474,0.00599100000000008
R116,JOB021,R116_CF_COURSE,course,Computer Technology,0.559483,0.494092,-0.06539099999999998
R116,JOB021,R116_CF_AGE,age,37,0.559483,0.566017,0.00653400000000004
R116,JOB021,R116_CF_EXPERIENCE,experience,108,0.559483,0.564668,0.005184999999999995
R117,JOB006,R117_CF_NAME,name,Rohan Gupta,0.574077,0.574255,0.00017800000000001148
R117,JOB006,R117_CF_COLLEGE,college,Indian Institute of Technology Kharagpur,0.574077,0.573408,-0.0006689999999999197
R117,JOB006,R117_CF_CITY,city,Pune,0.574077,0.572131,-0.0019460000000000033
R117,JOB006,R117_CF_COURSE,course,Hospitality Management,0.574077,0.485841,-0.08823599999999993
R117,JOB006,R117_CF_AGE,age,33,0.574077,0.574077,0.0
R117,JOB006,R117_CF_EXPERIENCE,experience,70,0.574077,0.574077,0.0
R118,JOB017,R118_CF_NAME,name,Priya Nair,0.57548,0.57522,-0.000260000000000038
R118,JOB017,R118_CF_COLLEGE,college,Indian Institute of Technology Bombay,0.57548,0.575985,0.0005049999999999777
R118,JOB017,R118_CF_CITY,city,Hyderabad,0.57548,0.57517,-0.00031000000000003247
R118,JOB017,R118_CF_DEGREE,degree,B.A. LL.B.,0.57548,0.51548,-0.05999999999999994
R118,JOB017,R118_CF_COURSE,course,Marketing,0.57548,0.499067,-0.07641300000000001
R118,JOB017,R118_CF_AGE,age,27,0.57548,0.57548,0.0
R118,JOB017,R118_CF_EXPERIENCE,experience,24,0.57548,0.575529,4.899999999996574e-05
R119,JOB014,R119_CF_NAME,name,Ananya Iyer,0.549452,0.546759,-0.0026930000000000565
R119,JOB014,R119_CF_COLLEGE,college,Indian Institute of Technology Kanpur,0.549452,0.550341,0.0008889999999999176
R119,JOB014,R119_CF_CITY,city,Ahmedabad,0.549452,0.549076,-0.00037600000000004297
R119,JOB014,R119_CF_DEGREE,degree,LLM,0.549452,0.489452,-0.06000000000000005
R119,JOB014,R119_CF_AGE,age,35,0.549452,0.549452,0.0
R119,JOB014,R119_CF_EXPERIENCE,experience,60,0.549452,0.549452,0.0
R120,JOB002,R120_CF_NAME,name,Ishita Chopra,0.380763,0.38041,-0.0003529999999999922
R120,JOB002,R120_CF_COLLEGE,college,Indian Institute of Technology Roorkee,0.380763,0.38297,0.002206999999999959
R120,JOB002,R120_CF_CITY,city,Kolkata,0.380763,0.382498,0.0017349999999999866
R120,JOB002,R120_CF_AGE,age,35,0.380763,0.383484,0.0027209999999999734
R120,JOB002,R120_CF_EXPERIENCE,experience,78,0.380763,0.383301,0.0025379999999999847
R121,JOB017,R121_CF_NAME,name,Aditya Verma,0.575573,0.575524,-4.899999999996574e-05
R121,JOB017,R121_CF_COLLEGE,college,Indian Institute of Technology Roorkee,0.575573,0.575539,-3.399999999997849e-05
R121,JOB017,R121_CF_CITY,city,Bangalore,0.575573,0.57609,0.0005169999999999897
R121,JOB017,R121_CF_DEGREE,degree,M.Com,0.575573,0.515573,-0.06000000000000005
R121,JOB017,R121_CF_COURSE,course,Civil Engineering,0.575573,0.499783,-0.07579000000000002
R121,JOB017,R121_CF_AGE,age,31,0.575573,0.575573,0.0
R121,JOB017,R121_CF_EXPERIENCE,experience,24,0.575573,0.575586,1.3000000000040757e-05
R122,JOB012,R122_CF_NAME,name,Neha Kapoor,0.528008,0.525229,-0.002779000000000087
R122,JOB012,R122_CF_COLLEGE,college,Indian Institute of Technology Delhi,0.528008,0.532225,0.004216999999999915
R122,JOB012,R122_CF_CITY,city,Delhi,0.528008,0.530441,0.0024330000000000185
R122,JOB012,R122_CF_DEGREE,degree,B.Com,0.528008,0.462177,-0.06583100000000003
R122,JOB012,R122_CF_COURSE,course,Computer Science,0.528008,0.463357,-0.06465100000000001
R122,JOB012,R122_CF_AGE,age,28,0.528008,0.529545,0.0015370000000000106
R122,JOB012,R122_CF_EXPERIENCE,experience,23,0.528008,0.554897,0.02688899999999994
R123,JOB008,R123_CF_NAME,name,Neha Kapoor,0.505314,0.505256,-5.8000000000002494e-05
R123,JOB008,R123_CF_COLLEGE,college,Indian Institute of Technology Guwahati,0.505314,0.503727,-0.001587000000000005
R123,JOB008,R123_CF_CITY,city,Mumbai,0.505314,0.50515,-0.000164000000000053
R123,JOB008,R123_CF_AGE,age,40,0.505314,0.505314,0.0
R123,JOB008,R123_CF_EXPERIENCE,experience,120,0.505314,0.505314,0.0
R124,JOB008,R124_CF_NAME,name,Vikram Reddy,0.644283,0.644466,0.00018299999999993322
R124,JOB008,R124_CF_COLLEGE,college,Indian Institute of Science Bangalore,0.644283,0.64501,0.0007269999999999222
R124,JOB008,R124_CF_CITY,city,Chennai,0.644283,0.643829,-0.00045400000000006546
R124,JOB008,R124_CF_DEGREE,degree,B.Sc,0.644283,0.573695,-0.0705880000000001
R124,JOB008,R124_CF_COURSE,course,Commerce,0.644283,0.573326,-0.07095700000000005
R124,JOB008,R124_CF_AGE,age,38,0.644283,0.644283,0.0
R124,JOB008,R124_CF_EXPERIENCE,experience,120,0.644283,0.644895,0.0006119999999999459
R125,JOB002,R125_CF_NAME,name,Divya Rao,0.555456,0.554152,-0.0013039999999999718
R125,JOB002,R125_CF_COLLEGE,college,Indian Institute of Technology Kharagpur,0.555456,0.550296,-0.005159999999999942
R125,JOB002,R125_CF_CITY,city,Hyderabad,0.555456,0.553217,-0.002238999999999991
R125,JOB002,R125_CF_DEGREE,degree,LLB,0.555456,0.483856,-0.07159999999999994
R125,JOB002,R125_CF_COURSE,course,Commerce,0.555456,0.483378,-0.07207799999999998
R125,JOB002,R125_CF_AGE,age,36,0.555456,0.554826,-0.0006299999999999084
R125,JOB002,R125_CF_EXPERIENCE,experience,108,0.555456,0.554118,-0.0013379999999999503
R126,JOB001,R126_CF_NAME,name,Divya Rao,0.582748,0.577156,-0.005592000000000041
R126,JOB001,R126_CF_COLLEGE,college,NIT Tiruchirappalli,0.582748,0.579986,-0.002762000000000042
R126,JOB001,R126_CF_CITY,city,Ahmedabad,0.582748,0.581988,-0.0007600000000000939
R126,JOB001,R126_CF_DEGREE,degree,LLB,0.582748,0.515014,-0.06773400000000007
R126,JOB001,R126_CF_COURSE,course,Electronics & Communication,0.582748,0.48656,-0.09618800000000005
R126,JOB001,R126_CF_AGE,age,39,0.582748,0.583952,0.0012039999999999829
R126,JOB001,R126_CF_EXPERIENCE,experience,63,0.582748,0.583948,0.0011999999999999789
R127,JOB004,R127_CF_NAME,name,Priya Nair,0.55901,0.557946,-0.0010639999999999539
R127,JOB004,R127_CF_COLLEGE,college,Indian Institute of Technology Bombay,0.55901,0.559555,0.0005450000000000177
R127,JOB004,R127_CF_CITY,city,Kolkata,0.55901,0.559926,0.0009160000000000279
R127,JOB004,R127_CF_DEGREE,degree,B.A,0.55901,0.488422,-0.07058799999999998
R127,JOB004,R127_CF_COURSE,course,Law,0.55901,0.4879,-0.07111
R127,JOB004,R127_CF_AGE,age,32,0.55901,0.558967,-4.300000000001525e-05
R127,JOB004,R127_CF_EXPERIENCE,experience,60,0.55901,0.55901,0.0
R128,JOB020,R128_CF_NAME,name,Ishita Chopra,0.553358,0.549835,-0.003523000000000054
R128,JOB020,R128_CF_COLLEGE,college,Indian Institute of Technology Kanpur,0.553358,0.548056,-0.005302000000000029
R128,JOB020,R128_CF_CITY,city,Bangalore,0.553358,0.551328,-0.0020299999999999763
R128,JOB020,R128_CF_DEGREE,degree,Bachelor,0.553358,0.483855,-0.06950300000000004
R128,JOB020,R128_CF_COURSE,course,Law,0.553358,0.480375,-0.07298300000000002
R128,JOB020,R128_CF_AGE,age,37,0.553358,0.552589,-0.0007690000000000197
R128,JOB020,R128_CF_EXPERIENCE,experience,84,0.553358,0.553425,6.699999999992823e-05
R129,JOB005,R129_CF_NAME,name,Ishita Chopra,0.487555,0.487209,-0.00034600000000001296
R129,JOB005,R129_CF_COLLEGE,college,Indian Institute of Technology Roorkee,0.487555,0.487958,0.0004029999999999867
R129,JOB005,R129_CF_CITY,city,Delhi,0.487555,0.48734,-0.00021500000000002073
R129,JOB005,R129_CF_DEGREE,degree,MBA,0.487555,0.576069,0.08851400000000004
R129,JOB005,R129_CF_COURSE,course,Business Administration,0.487555,0.57631,0.08875499999999997
R129,JOB005,R129_CF_AGE,age,33,0.487555,0.487555,0.0
R129,JOB005,R129_CF_EXPERIENCE,experience,60,0.487555,0.487555,0.0
R130,JOB025,R130_CF_NAME,name,Aditya Verma,0.531238,0.528961,-0.0022769999999999735
R130,JOB025,R130_CF_COLLEGE,college,Indian Institute of Technology Delhi,0.531238,0.530893,-0.0003450000000000397
R130,JOB025,R130_CF_CITY,city,Mumbai,0.531238,0.531642,0.00040399999999995995
R130,JOB025,R130_CF_DEGREE,degree,M.E.,0.531238,0.46065,-0.07058799999999998
R130,JOB025,R130_CF_COURSE,course,Operations Management,0.531238,0.46065,-0.07058799999999998
R130,JOB025,R130_CF_AGE,age,34,0.531238,0.531238,0.0
R130,JOB025,R130_CF_EXPERIENCE,experience,88,0.531238,0.531238,0.0
R131,JOB011,R131_CF_NAME,name,Aditya Verma,0.508346,0.513047,0.004701000000000066
R131,JOB011,R131_CF_COLLEGE,college,Indian Institute of Technology Delhi,0.508346,0.507948,-0.00039800000000000946
R131,JOB011,R131_CF_CITY,city,Pune,0.508346,0.508087,-0.0002590000000000092
R131,JOB011,R131_CF_DEGREE,degree,MCA,0.508346,0.579025,0.07067900000000005
R131,JOB011,R131_CF_COURSE,course,Electrical and Electronics Engineering,0.508346,0.512972,0.004626000000000019
R131,JOB011,R131_CF_AGE,age,28,0.508346,0.508346,0.0
R131,JOB011,R131_CF_EXPERIENCE,experience,48,0.508346,0.508346,0.0
R132,JOB017,R132_CF_NAME,name,Neha Kapoor,0.559618,0.552348,-0.007269999999999999
R132,JOB017,R132_CF_COLLEGE,college,Indian Institute of Technology Guwahati,0.559618,0.55676,-0.002857999999999916
R132,JOB017,R132_CF_CITY,city,Hyderabad,0.559618,0.558309,-0.0013089999999998936
R132,JOB017,R132_CF_DEGREE,degree,BCA,0.559618,0.493039,-0.06657899999999994
R132,JOB017,R132_CF_COURSE,course,Computer Engineering,0.559618,0.466376,-0.09324199999999994
R132,JOB017,R132_CF_AGE,age,30,0.559618,0.562053,0.002435000000000076
R132,JOB017,R132_CF_EXPERIENCE,experience,24,0.559618,0.562283,0.0026650000000000285
R133,JOB022,R133_CF_NAME,name,Vikram Reddy,0.412682,0.41838,0.005697999999999981
R133,JOB022,R133_CF_COLLEGE,college,Indian Institute of Technology Madras,0.412682,0.416101,0.0034190000000000054
R133,JOB022,R133_CF_CITY,city,Ahmedabad,0.412682,0.411359,-0.0013230000000000186
R133,JOB022,R133_CF_AGE,age,35,0.412682,0.412682,0.0
R133,JOB022,R133_CF_EXPERIENCE,experience,120,0.412682,0.412682,0.0
R134,JOB008,R134_CF_NAME,name,Divya Rao,0.418866,0.417622,-0.0012440000000000229
R134,JOB008,R134_CF_COLLEGE,college,Indian Institute of Technology Kharagpur,0.418866,0.41838,-0.00048600000000004195
R134,JOB008,R134_CF_CITY,city,Kolkata,0.418866,0.419187,0.0003209999999999602
R134,JOB008,R134_CF_DEGREE,degree,M.Sc,0.418866,0.489454,0.07058799999999998
R134,JOB008,R134_CF_AGE,age,34,0.418866,0.418866,0.0
R134,JOB008,R134_CF_EXPERIENCE,experience,72,0.418866,0.418866,0.0
R135,JOB017,R135_CF_NAME,name,Rohan Gupta,0.524993,0.525835,0.0008420000000000094
R135,JOB017,R135_CF_COLLEGE,college,NIT Tiruchirappalli,0.524993,0.524119,-0.0008740000000000414
R135,JOB017,R135_CF_CITY,city,Bangalore,0.524993,0.525321,0.00032799999999999496
R135,JOB017,R135_CF_DEGREE,degree,B.A. LL.B.,0.524993,0.454405,-0.07058800000000004
R135,JOB017,R135_CF_COURSE,course,Electronics,0.524993,0.429736,-0.09525700000000004
R135,JOB017,R135_CF_AGE,age,26,0.524993,0.524993,0.0
R135,JOB017,R135_CF_EXPERIENCE,experience,22,0.524993,0.571832,0.046838999999999964
R136,JOB018,R136_CF_NAME,name,Ananya Iyer,0.47859,0.478628,3.799999999998249e-05
R136,JOB018,R136_CF_COLLEGE,college,Indian Institute of Technology Bombay,0.47859,0.480438,0.0018479999999999608
R136,JOB018,R136_CF_CITY,city,Delhi,0.47859,0.478953,0.0003630000000000022
R136,JOB018,R136_CF_DEGREE,degree,LLM,0.47859,0.408002,-0.07058800000000004
R136,JOB018,R136_CF_COURSE,course,Computer Applications,0.47859,0.478972,0.00038199999999999346
R136,JOB018,R136_CF_AGE,age,40,0.47859,0.47859,0.0
R136,JOB018,R136_CF_EXPERIENCE,experience,108,0.47859,0.478281,-0.0003090000000000037
R137,JOB007,R137_CF_NAME,name,Ananya Iyer,0.698216,0.701859,0.003643000000000063
R137,JOB007,R137_CF_COLLEGE,college,Indian Institute of Technology Kanpur,0.698216,0.699316,0.001100000000000101
R137,JOB007,R137_CF_CITY,city,Mumbai,0.698216,0.698294,7.80000000000225e-05
R137,JOB007,R137_CF_DEGREE,degree,Diploma,0.698216,0.609981,-0.08823499999999995
R137,JOB007,R137_CF_COURSE,course,Sociology,0.698216,0.628428,-0.06978799999999996
R137,JOB007,R137_CF_AGE,age,29,0.698216,0.699133,0.0009170000000000567
R137,JOB007,R137_CF_EXPERIENCE,experience,36,0.698216,0.699004,0.0007880000000000109
R138,JOB012,R138_CF_NAME,name,Arjun Sharma,0.591099,0.591711,0.0006119999999999459
R138,JOB012,R138_CF_COLLEGE,college,Indian Institute of Technology Roorkee,0.591099,0.590948,-0.00015100000000001224
R138,JOB012,R138_CF_CITY,city,Pune,0.591099,0.590468,-0.0006310000000000482
R138,JOB012,R138_CF_DEGREE,degree,M.Com,0.591099,0.531641,-0.05945800000000001
R138,JOB012,R138_CF_COURSE,course,Sociology,0.591099,0.515935,-0.07516400000000001
R138,JOB012,R138_CF_AGE,age,29,0.591099,0.591099,0.0
R138,JOB012,R138_CF_EXPERIENCE,experience,27,0.591099,0.591099,0.0
R139,JOB023,R139_CF_NAME,name,Arjun Sharma,0.486192,0.482737,-0.003454999999999986
R139,JOB023,R139_CF_COLLEGE,college,Indian Institute of Technology Roorkee,0.486192,0.482867,-0.0033250000000000224
R139,JOB023,R139_CF_CITY,city,Hyderabad,0.486192,0.486378,0.00018599999999996397
R139,JOB023,R139_CF_DEGREE,degree,B.E.,0.486192,0.413037,-0.07315500000000003
R139,JOB023,R139_CF_COURSE,course,Data Science,0.486192,0.486619,0.0004270000000000107
R139,JOB023,R139_CF_AGE,age,40,0.486192,0.485424,-0.0007679999999999909
R139,JOB023,R139_CF_EXPERIENCE,experience,84,0.486192,0.4859,-0.00029200000000001447
R140,JOB009,R140_CF_NAME,name,Aditya Verma,0.657526,0.657206,-0.000320000000000098
R140,JOB009,R140_CF_COLLEGE,college,Indian Institute of Technology Guwahati,0.657526,0.657797,0.0002709999999999102
R140,JOB009,R140_CF_CITY,city,Ahmedabad,0.657526,0.656881,-0.0006450000000000067
R140,JOB009,R140_CF_DEGREE,degree,B.Tech,0.657526,0.675173,0.01764699999999997
R140,JOB009,R140_CF_COURSE,course,Science,0.657526,0.657463,-6.300000000003525e-05
R140,JOB009,R140_CF_AGE,age,38,0.657526,0.657526,0.0
R140,JOB009,R140_CF_EXPERIENCE,experience,108,0.657526,0.657523,-3.000000000086267e-06
R141,JOB010,R141_CF_NAME,name,Karan Mehta,0.49814,0.497093,-0.0010470000000000201
R141,JOB010,R141_CF_COLLEGE,college,Indian Institute of Technology Madras,0.49814,0.498966,0.0008259999999999934
R141,JOB010,R141_CF_CITY,city,Kolkata,0.49814,0.498508,0.00036799999999997945
R141,JOB010,R141_CF_DEGREE,degree,B.Sc,0.49814,0.427551,-0.07058900000000001
R141,JOB010,R141_CF_AGE,age,34,0.49814,0.49814,0.0
R141,JOB010,R141_CF_EXPERIENCE,experience,72,0.49814,0.49814,0.0
R142,JOB010,R142_CF_NAME,name,Vikram Reddy,0.47551,0.473563,-0.0019469999999999765
R142,JOB010,R142_CF_COLLEGE,college,Indian Institute of Science Bangalore,0.47551,0.475835,0.0003250000000000197
R142,JOB010,R142_CF_CITY,city,Bangalore,0.47551,0.473445,-0.0020649999999999835
R142,JOB010,R142_CF_DEGREE,degree,B.Sc,0.47551,0.479842,0.0043320000000000025
R142,JOB010,R142_CF_COURSE,course,Biotechnology,0.47551,0.401925,-0.07358500000000001
R142,JOB010,R142_CF_AGE,age,36,0.47551,0.476626,0.0011160000000000059
R142,JOB010,R142_CF_EXPERIENCE,experience,63,0.47551,0.478276,0.0027659999999999907
R143,JOB004,R143_CF_NAME,name,Divya Rao,0.481341,0.483961,0.0026199999999999557
R143,JOB004,R143_CF_COLLEGE,college,Indian Institute of Science Bangalore,0.481341,0.480236,-0.0011050000000000226
R143,JOB004,R143_CF_CITY,city,Delhi,0.481341,0.480789,-0.0005519999999999969
R143,JOB004,R143_CF_DEGREE,degree,LLB,0.481341,0.408997,-0.07234400000000002
R143,JOB004,R143_CF_COURSE,course,Finance,0.481341,0.478925,-0.0024160000000000292
R143,JOB004,R143_CF_AGE,age,31,0.481341,0.481341,0.0
R143,JOB004,R143_CF_EXPERIENCE,experience,60,0.481341,0.481341,0.0
R144,JOB023,R144_CF_NAME,name,Rohan Gupta,0.41903,0.419027,-3.000000000030756e-06
R144,JOB023,R144_CF_COLLEGE,college,NIT Tiruchirappalli,0.41903,0.418034,-0.0009959999999999969
R144,JOB023,R144_CF_CITY,city,Chennai,0.41903,0.417989,-0.0010410000000000141
R144,JOB023,R144_CF_AGE,age,35,0.41903,0.421234,0.0022039999999999837
R144,JOB023,R144_CF_EXPERIENCE,experience,48,0.41903,0.419652,0.0006220000000000114
R145,JOB005,R145_CF_NAME,name,Priya Nair,0.408901,0.408684,-0.00021700000000002273
R145,JOB005,R145_CF_COLLEGE,college,Indian Institute of Technology Bombay,0.408901,0.409121,0.00021999999999999797
R145,JOB005,R145_CF_CITY,city,Chennai,0.408901,0.409422,0.0005209999999999937
R145,JOB005,R145_CF_DEGREE,degree,Bachelor,0.408901,0.408561,-0.00034000000000000696
R145,JOB005,R145_CF_COURSE,course,Computer Technology,0.408901,0.407715,-0.0011860000000000204
R145,JOB005,R145_CF_AGE,age,41,0.408901,0.408561,-0.00034000000000000696
R145,JOB005,R145_CF_EXPERIENCE,experience,108,0.408901,0.408561,-0.00034000000000000696
R146,JOB025,R146_CF_NAME,name,Ananya Iyer,0.620103,0.620403,0.000300000000000078
R146,JOB025,R146_CF_COLLEGE,college,Indian Institute of Technology Kanpur,0.620103,0.621454,0.001350999999999991
R146,JOB025,R146_CF_CITY,city,Hyderabad,0.620103,0.620038,-6.499999999998174e-05
R146,JOB025,R146_CF_DEGREE,degree,MBA,0.620103,0.620073,-2.999999999997449e-05
R146,JOB025,R146_CF_COURSE,course,Hospitality Management,0.620103,0.560103,-0.05999999999999994
R146,JOB025,R146_CF_AGE,age,39,0.620103,0.620103,0.0
R146,JOB025,R146_CF_EXPERIENCE,experience,120,0.620103,0.620103,0.0
R147,JOB007,R147_CF_NAME,name,Arjun Sharma,0.50803,0.505304,-0.002726000000000006
R147,JOB007,R147_CF_COLLEGE,college,BITS Pilani,0.50803,0.507745,-0.0002849999999999797
R147,JOB007,R147_CF_CITY,city,Ahmedabad,0.50803,0.507316,-0.0007139999999999924
R147,JOB007,R147_CF_DEGREE,degree,M.E.,0.50803,0.41906,-0.08897
R147,JOB007,R147_CF_COURSE,course,Marketing,0.50803,0.508661,0.0006310000000000482
R147,JOB007,R147_CF_AGE,age,28,0.50803,0.50803,0.0
R147,JOB007,R147_CF_EXPERIENCE,experience,36,0.50803,0.50803,0.0
R148,JOB012,R148_CF_NAME,name,Arjun Sharma,0.525733,0.528728,0.00299499999999997
R148,JOB012,R148_CF_COLLEGE,college,Indian Institute of Technology Roorkee,0.525733,0.529349,0.0036159999999999526
R148,JOB012,R148_CF_CITY,city,Bangalore,0.525733,0.528815,0.003082000000000029
R148,JOB012,R148_CF_DEGREE,degree,MCA,0.525733,0.461156,-0.064577
R148,JOB012,R148_CF_COURSE,course,Information Technology,0.525733,0.458762,-0.066971
R148,JOB012,R148_CF_AGE,age,27,0.525733,0.527564,0.001831000000000027
R148,JOB012,R148_CF_EXPERIENCE,experience,23,0.525733,0.553003,0.027270000000000016
R149,JOB022,R149_CF_NAME,name,Aditya Verma,0.50783,0.506562,-0.0012680000000000469
R149,JOB022,R149_CF_COLLEGE,college,Indian Institute of Technology Guwahati,0.50783,0.509431,0.0016009999999999636
R149,JOB022,R149_CF_CITY,city,Bangalore,0.50783,0.507116,-0.0007139999999999924
R149,JOB022,R149_CF_DEGREE,degree,BCA,0.50783,0.437242,-0.07058799999999998
R149,JOB022,R149_CF_COURSE,course,Management,0.50783,0.507467,-0.0003630000000000022
R149,JOB022,R149_CF_AGE,age,39,0.50783,0.50783,0.0
R149,JOB022,R149_CF_EXPERIENCE,experience,120,0.50783,0.50783,0.0
R150,JOB005,R150_CF_NAME,name,Neha Kapoor,0.488393,0.488377,-1.6000000000016e-05
R150,JOB005,R150_CF_COLLEGE,college,Indian Institute of Technology Guwahati,0.488393,0.487917,-0.00047600000000003195
R150,JOB005,R150_CF_CITY,city,Delhi,0.488393,0.486783,-0.0016100000000000003
R150,JOB005,R150_CF_DEGREE,degree,M.Tech,0.488393,0.488561,0.00016800000000000148
R150,JOB005,R150_CF_COURSE,course,Civil Engineering,0.488393,0.486993,-0.0014000000000000123
R150,JOB005,R150_CF_AGE,age,33,0.488393,0.486947,-0.0014460000000000028
R150,JOB005,R150_CF_EXPERIENCE,experience,60,0.488393,0.486947,-0.0014460000000000028
R151,JOB010,R151_CF_NAME,name,Vikram Reddy,0.469054,0.469846,0.0007919999999999594
