resume_id,job_id,variant_id,proxy_type,proxy_value,base_score,variant_score,delta
R142,JOB010,R142_CF_NAME_CITY,name+city,Vikram Reddy | Bangalore,0.47551,0.470726,-0.0047840000000000105
R142,JOB010,R142_CF_DEGREE_AGE,degree+age,B.Sc | 36,0.47551,0.481014,0.005504000000000009
R142,JOB010,R142_CF_COURSE_EXPERIENCE,course+experience,Biotechnology | 63,0.47551,0.405577,-0.06993299999999997
R142,JOB010,R142_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Science Bangalore | 63,0.47551,0.478104,0.002593999999999985
R142,JOB010,R142_CF_NAME_AGE,name+age,Vikram Reddy | 36,0.47551,0.475335,-0.00017499999999998073
R143,JOB004,R143_CF_COLLEGE_CITY,college+city,Indian Institute of Science Bangalore | Delhi,0.481341,0.479995,-0.0013460000000000139
R143,JOB004,R143_CF_DEGREE_COURSE,degree+course,LLB | Finance,0.481341,0.408292,-0.07304900000000003
R143,JOB004,R143_CF_COLLEGE_NAME,college+name,Indian Institute of Science Bangalore | Divya Rao,0.481341,0.480239,-0.0011019999999999919
R143,JOB004,R143_CF_NAME_CITY,name+city,Divya Rao | Delhi,0.481341,0.483409,0.0020679999999999588
R143,JOB004,R143_CF_DEGREE_AGE,degree+age,LLB | 31,0.481341,0.408997,-0.07234400000000002
R143,JOB004,R143_CF_COURSE_EXPERIENCE,course+experience,Finance | 60,0.481341,0.478925,-0.0024160000000000292
R143,JOB004,R143_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Science Bangalore | 60,0.481341,0.480236,-0.0011050000000000226
R143,JOB004,R143_CF_NAME_AGE,name+age,Divya Rao | 31,0.481341,0.483961,0.0026199999999999557
R144,JOB023,R144_CF_COLLEGE_CITY,college+city,NIT Tiruchirappalli | Chennai,0.41903,0.417063,-0.0019669999999999965
R144,JOB023,R144_CF_COLLEGE_NAME,college+name,NIT Tiruchirappalli | Rohan Gupta,0.41903,0.418052,-0.0009780000000000344
R144,JOB023,R144_CF_NAME_CITY,name+city,Rohan Gupta | Chennai,0.41903,0.417573,-0.001456999999999986
R144,JOB023,R144_CF_COLLEGE_EXPERIENCE,college+experience,NIT Tiruchirappalli | 48,0.41903,0.417785,-0.0012449999999999961
R144,JOB023,R144_CF_NAME_AGE,name+age,Rohan Gupta | 35,0.41903,0.419791,0.0007610000000000117
R145,JOB005,R145_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Bombay | Chennai,0.408901,0.410046,0.0011450000000000071
R145,JOB005,R145_CF_DEGREE_COURSE,degree+course,Bachelor | Computer Technology,0.408901,0.407715,-0.0011860000000000204
R145,JOB005,R145_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Bombay | Priya Nair,0.408901,0.40856,-0.0003410000000000357
R145,JOB005,R145_CF_NAME_CITY,name+city,Priya Nair | Chennai,0.408901,0.409582,0.0006809999999999872
R145,JOB005,R145_CF_DEGREE_AGE,degree+age,Bachelor | 41,0.408901,0.408561,-0.00034000000000000696
R145,JOB005,R145_CF_COURSE_EXPERIENCE,course+experience,Computer Technology | 108,0.408901,0.407715,-0.0011860000000000204
R145,JOB005,R145_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Bombay | 108,0.408901,0.409121,0.00021999999999999797
R145,JOB005,R145_CF_NAME_AGE,name+age,Priya Nair | 41,0.408901,0.408684,-0.00021700000000002273
R146,JOB025,R146_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Kanpur | Hyderabad,0.620103,0.621307,0.0012040000000000939
R146,JOB025,R146_CF_DEGREE_COURSE,degree+course,MBA | Hospitality Management,0.620103,0.560073,-0.06002999999999992
R146,JOB025,R146_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Kanpur | Ananya Iyer,0.620103,0.621321,0.0012180000000000524
R146,JOB025,R146_CF_NAME_CITY,name+city,Ananya Iyer | Hyderabad,0.620103,0.620378,0.0002750000000000252
R146,JOB025,R146_CF_DEGREE_AGE,degree+age,MBA | 39,0.620103,0.620073,-2.999999999997449e-05
R146,JOB025,R146_CF_COURSE_EXPERIENCE,course+experience,Hospitality Management | 120,0.620103,0.560103,-0.05999999999999994
R146,JOB025,R146_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Kanpur | 120,0.620103,0.621454,0.001350999999999991
R146,JOB025,R146_CF_NAME_AGE,name+age,Ananya Iyer | 39,0.620103,0.620403,0.000300000000000078
R147,JOB007,R147_CF_COLLEGE_CITY,college+city,BITS Pilani | Ahmedabad,0.50803,0.507207,-0.0008230000000000182
R147,JOB007,R147_CF_DEGREE_COURSE,degree+course,M.E. | Marketing,0.50803,0.419746,-0.08828399999999997
R147,JOB007,R147_CF_COLLEGE_NAME,college+name,BITS Pilani | Arjun Sharma,0.50803,0.508913,0.0008829999999999671
R147,JOB007,R147_CF_NAME_CITY,name+city,Arjun Sharma | Ahmedabad,0.50803,0.504782,-0.0032480000000000286
R147,JOB007,R147_CF_DEGREE_AGE,degree+age,M.E. | 28,0.50803,0.41906,-0.08897
R147,JOB007,R147_CF_COURSE_EXPERIENCE,course+experience,Marketing | 36,0.50803,0.508661,0.0006310000000000482
R147,JOB007,R147_CF_COLLEGE_EXPERIENCE,college+experience,BITS Pilani | 36,0.50803,0.507745,-0.0002849999999999797
R147,JOB007,R147_CF_NAME_AGE,name+age,Arjun Sharma | 28,0.50803,0.505304,-0.002726000000000006
R148,JOB012,R148_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Roorkee | Bangalore,0.525733,0.529085,0.0033520000000000216
R148,JOB012,R148_CF_DEGREE_COURSE,degree+course,MCA | Information Technology,0.525733,0.3902,-0.13553300000000001
R148,JOB012,R148_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Roorkee | Arjun Sharma,0.525733,0.526977,0.0012440000000000229
R148,JOB012,R148_CF_NAME_CITY,name+city,Arjun Sharma | Bangalore,0.525733,0.529705,0.0039719999999999756
R148,JOB012,R148_CF_DEGREE_AGE,degree+age,MCA | 27,0.525733,0.459407,-0.066326
R148,JOB012,R148_CF_COURSE_EXPERIENCE,course+experience,Information Technology | 23,0.525733,0.481998,-0.043735000000000024
R148,JOB012,R148_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Roorkee | 23,0.525733,0.552842,0.02710899999999994
R148,JOB012,R148_CF_NAME_AGE,name+age,Arjun Sharma | 27,0.525733,0.526819,0.0010860000000000314
R149,JOB022,R149_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Guwahati | Bangalore,0.50783,0.509112,0.0012820000000000054
R149,JOB022,R149_CF_DEGREE_COURSE,degree+course,BCA | Management,0.50783,0.436878,-0.07095200000000002
R149,JOB022,R149_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Guwahati | Aditya Verma,0.50783,0.508509,0.0006789999999999852
R149,JOB022,R149_CF_NAME_CITY,name+city,Aditya Verma | Bangalore,0.50783,0.505969,-0.0018610000000000015
R149,JOB022,R149_CF_DEGREE_AGE,degree+age,BCA | 39,0.50783,0.437242,-0.07058799999999998
R149,JOB022,R149_CF_COURSE_EXPERIENCE,course+experience,Management | 120,0.50783,0.507467,-0.0003630000000000022
R149,JOB022,R149_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Guwahati | 120,0.50783,0.509431,0.0016009999999999636
R149,JOB022,R149_CF_NAME_AGE,name+age,Aditya Verma | 39,0.50783,0.506562,-0.0012680000000000469
R150,JOB005,R150_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Guwahati | Delhi,0.488393,0.487667,-0.0007260000000000044
R150,JOB005,R150_CF_DEGREE_COURSE,degree+course,M.Tech | Civil Engineering,0.488393,0.488649,0.00025599999999997847
R150,JOB005,R150_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Guwahati | Neha Kapoor,0.488393,0.488409,1.599999999996049e-05
R150,JOB005,R150_CF_NAME_CITY,name+city,Neha Kapoor | Delhi,0.488393,0.488179,-0.00021400000000004749
R150,JOB005,R150_CF_DEGREE_AGE,degree+age,M.Tech | 33,0.488393,0.488561,0.00016800000000000148
R150,JOB005,R150_CF_COURSE_EXPERIENCE,course+experience,Civil Engineering | 60,0.488393,0.486993,-0.0014000000000000123
R150,JOB005,R150_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Guwahati | 60,0.488393,0.487917,-0.00047600000000003195
R150,JOB005,R150_CF_NAME_AGE,name+age,Neha Kapoor | 33,0.488393,0.488377,-1.6000000000016e-05
R151,JOB010,R151_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Madras | Mumbai,0.469054,0.46879,-0.000264000000000042
R151,JOB010,R151_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Madras | Vikram Reddy,0.469054,0.472261,0.00320699999999996
R151,JOB010,R151_CF_NAME_CITY,name+city,Vikram Reddy | Mumbai,0.469054,0.469672,0.0006179999999999519
R151,JOB010,R151_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Madras | 108,0.469054,0.468965,-8.900000000000574e-05
R151,JOB010,R151_CF_NAME_AGE,name+age,Vikram Reddy | 37,0.469054,0.469846,0.0007919999999999594
R152,JOB010,R152_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Kharagpur | Chennai,0.471933,0.472428,0.0004950000000000232
R152,JOB010,R152_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Kharagpur | Vikram Reddy,0.471933,0.471526,-0.0004069999999999907
R152,JOB010,R152_CF_NAME_CITY,name+city,Vikram Reddy | Chennai,0.471933,0.474279,0.0023460000000000147
R152,JOB010,R152_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Kharagpur | 108,0.471933,0.471077,-0.0008559999999999679
R152,JOB010,R152_CF_NAME_AGE,name+age,Vikram Reddy | 37,0.471933,0.472612,0.0006789999999999852
R153,JOB022,R153_CF_COLLEGE_CITY,college+city,NIT Tiruchirappalli | Pune,0.515884,0.5093,-0.006584000000000034
R153,JOB022,R153_CF_DEGREE_COURSE,degree+course,LLM | Mechanical Engineering,0.515884,0.442883,-0.07300099999999998
R153,JOB022,R153_CF_COLLEGE_NAME,college+name,NIT Tiruchirappalli | Rohan Gupta,0.515884,0.508534,-0.007349999999999968
R153,JOB022,R153_CF_NAME_CITY,name+city,Rohan Gupta | Pune,0.515884,0.511733,-0.004151000000000016
R153,JOB022,R153_CF_DEGREE_AGE,degree+age,LLM | 36,0.515884,0.444602,-0.07128200000000001
R153,JOB022,R153_CF_COURSE_EXPERIENCE,course+experience,Mechanical Engineering | 120,0.515884,0.513071,-0.0028129999999999544
R153,JOB022,R153_CF_COLLEGE_EXPERIENCE,college+experience,NIT Tiruchirappalli | 120,0.515884,0.508952,-0.006932000000000049
R153,JOB022,R153_CF_NAME_AGE,name+age,Rohan Gupta | 36,0.515884,0.512704,-0.0031799999999999606
R154,JOB013,R154_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Bombay | Ahmedabad,0.404757,0.404673,-8.399999999997299e-05
R154,JOB013,R154_CF_DEGREE_COURSE,degree+course,Diploma | Commerce,0.404757,0.480852,0.07609500000000002
R154,JOB013,R154_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Bombay | Priya Nair,0.404757,0.400936,-0.0038209999999999633
R154,JOB013,R154_CF_NAME_CITY,name+city,Priya Nair | Ahmedabad,0.404757,0.402669,-0.0020879999999999788
R154,JOB013,R154_CF_DEGREE_AGE,degree+age,Diploma | 36,0.404757,0.411611,0.006854000000000027
R154,JOB013,R154_CF_COURSE_EXPERIENCE,course+experience,Commerce | 108,0.404757,0.480359,0.075602
R154,JOB013,R154_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Bombay | 108,0.404757,0.406685,0.0019280000000000408
R154,JOB013,R154_CF_NAME_AGE,name+age,Priya Nair | 36,0.404757,0.403552,-0.001204999999999956
R155,JOB013,R155_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Kanpur | Kolkata,0.491422,0.488933,-0.002489000000000019
R155,JOB013,R155_CF_DEGREE_COURSE,degree+course,M.Com | Electronics & Communication,0.491422,0.471243,-0.020179000000000002
R155,JOB013,R155_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Kanpur | Ananya Iyer,0.491422,0.488794,-0.002628000000000019
R155,JOB013,R155_CF_NAME_CITY,name+city,Ananya Iyer | Kolkata,0.491422,0.488656,-0.002766000000000046
R155,JOB013,R155_CF_DEGREE_AGE,degree+age,M.Com | 34,0.491422,0.472235,-0.01918700000000001
R155,JOB013,R155_CF_COURSE_EXPERIENCE,course+experience,Electronics & Communication | 60,0.491422,0.490872,-0.0005500000000000504
R155,JOB013,R155_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Kanpur | 60,0.491422,0.489287,-0.002134999999999998
R155,JOB013,R155_CF_NAME_AGE,name+age,Ananya Iyer | 34,0.491422,0.489111,-0.0023110000000000075
R156,JOB015,R156_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Roorkee | Delhi,0.473368,0.473979,0.0006109999999999727
R156,JOB015,R156_CF_DEGREE_COURSE,degree+course,B.E. | Law,0.473368,0.402989,-0.07037900000000002
R156,JOB015,R156_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Roorkee | Arjun Sharma,0.473368,0.473849,0.0004810000000000092
R156,JOB015,R156_CF_NAME_CITY,name+city,Arjun Sharma | Delhi,0.473368,0.472791,-0.0005769999999999942
R156,JOB015,R156_CF_DEGREE_AGE,degree+age,B.E. | 38,0.473368,0.402812,-0.07055600000000001
R156,JOB015,R156_CF_COURSE_EXPERIENCE,course+experience,Law | 144,0.473368,0.473577,0.00020900000000001473
R156,JOB015,R156_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Roorkee | 144,0.473368,0.474561,0.0011929999999999996
R156,JOB015,R156_CF_NAME_AGE,name+age,Arjun Sharma | 38,0.473368,0.473128,-0.00024000000000001798
R157,JOB011,R157_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Delhi | Mumbai,0.560383,0.559009,-0.0013739999999999863
R157,JOB011,R157_CF_DEGREE_COURSE,degree+course,B.Com | Law,0.560383,0.488978,-0.07140499999999994
R157,JOB011,R157_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Delhi | Aditya Verma,0.560383,0.558818,-0.0015649999999999276
R157,JOB011,R157_CF_NAME_CITY,name+city,Aditya Verma | Mumbai,0.560383,0.559811,-0.0005720000000000169
R157,JOB011,R157_CF_DEGREE_AGE,degree+age,B.Com | 40,0.560383,0.559566,-0.0008169999999999566
R157,JOB011,R157_CF_COURSE_EXPERIENCE,course+experience,Law | 108,0.560383,0.489795,-0.07058799999999998
R157,JOB011,R157_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Delhi | 108,0.560383,0.559144,-0.0012389999999999901
R157,JOB011,R157_CF_NAME_AGE,name+age,Aditya Verma | 40,0.560383,0.559981,-0.00040200000000001346
R158,JOB009,R158_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Guwahati | Mumbai,0.657818,0.65818,0.00036199999999997345
R158,JOB009,R158_CF_DEGREE_COURSE,degree+course,B.Sc | Human Resources,0.657818,0.516553,-0.14126499999999997
R158,JOB009,R158_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Guwahati | Neha Kapoor,0.657818,0.656801,-0.0010170000000000456
R158,JOB009,R158_CF_NAME_CITY,name+city,Neha Kapoor | Mumbai,0.657818,0.656287,-0.00153100000000006
R158,JOB009,R158_CF_DEGREE_AGE,degree+age,B.Sc | 41,0.657818,0.58723,-0.07058799999999998
R158,JOB009,R158_CF_COURSE_EXPERIENCE,course+experience,Human Resources | 108,0.657818,0.587152,-0.070666
R158,JOB009,R158_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Guwahati | 108,0.657818,0.657861,4.300000000001525e-05
R158,JOB009,R158_CF_NAME_AGE,name+age,Neha Kapoor | 41,0.657818,0.656001,-0.0018170000000000686
R159,JOB001,R159_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Guwahati | Pune,0.467569,0.468157,0.0005879999999999774
R159,JOB001,R159_CF_DEGREE_COURSE,degree+course,B.Sc | Human Resources,0.467569,0.468299,0.0007300000000000084
R159,JOB001,R159_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Guwahati | Neha Kapoor,0.467569,0.465603,-0.0019660000000000233
R159,JOB001,R159_CF_NAME_CITY,name+city,Neha Kapoor | Pune,0.467569,0.460631,-0.006938
R159,JOB001,R159_CF_DEGREE_AGE,degree+age,B.Sc | 32,0.467569,0.470136,0.002566999999999986
R159,JOB001,R159_CF_COURSE_EXPERIENCE,course+experience,Human Resources | 63,0.467569,0.467867,0.00029799999999996496
R159,JOB001,R159_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Guwahati | 63,0.467569,0.468018,0.0004489999999999772
R159,JOB001,R159_CF_NAME_AGE,name+age,Neha Kapoor | 32,0.467569,0.46069,-0.006879000000000024
R160,JOB016,R160_CF_COLLEGE_CITY,college+city,Indian Institute of Science Bangalore | Hyderabad,0.622568,0.623709,0.0011409999999999476
R160,JOB016,R160_CF_DEGREE_COURSE,degree+course,BBA | Electrical and Electronics Engineering,0.622568,0.481797,-0.14077100000000003
R160,JOB016,R160_CF_COLLEGE_NAME,college+name,Indian Institute of Science Bangalore | Karan Mehta,0.622568,0.621947,-0.0006209999999999827
R160,JOB016,R160_CF_NAME_CITY,name+city,Karan Mehta | Hyderabad,0.622568,0.622685,0.00011700000000003374
R160,JOB016,R160_CF_DEGREE_AGE,degree+age,BBA | 35,0.622568,0.551683,-0.07088499999999998
R160,JOB016,R160_CF_COURSE_EXPERIENCE,course+experience,Electrical and Electronics Engineering | 70,0.622568,0.551511,-0.07105700000000004
R160,JOB016,R160_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Science Bangalore | 70,0.622568,0.623109,0.0005410000000000137
R160,JOB016,R160_CF_NAME_AGE,name+age,Karan Mehta | 35,0.622568,0.621997,-0.0005709999999999882
R161,JOB011,R161_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Kharagpur | Ahmedabad,0.574578,0.57726,0.002681999999999962
R161,JOB011,R161_CF_DEGREE_COURSE,degree+course,B.A | Computer Engineering,0.574578,0.50399,-0.07058799999999998
R161,JOB011,R161_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Kharagpur | Divya Rao,0.574578,0.577078,0.0024999999999999467
R161,JOB011,R161_CF_NAME_CITY,name+city,Divya Rao | Ahmedabad,0.574578,0.57572,0.0011419999999999764
R161,JOB011,R161_CF_DEGREE_AGE,degree+age,B.A | 30,0.574578,0.50399,-0.07058799999999998
R161,JOB011,R161_CF_COURSE_EXPERIENCE,course+experience,Computer Engineering | 48,0.574578,0.574456,-0.0001220000000000665
R161,JOB011,R161_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Kharagpur | 48,0.574578,0.57651,0.0019319999999999338
R161,JOB011,R161_CF_NAME_AGE,name+age,Divya Rao | 30,0.574578,0.575104,0.0005259999999999154
R162,JOB009,R162_CF_COLLEGE_CITY,college+city,NIT Tiruchirappalli | Kolkata,0.44846,0.448693,0.00023299999999998322
R162,JOB009,R162_CF_COLLEGE_NAME,college+name,NIT Tiruchirappalli | Rohan Gupta,0.44846,0.448724,0.00026399999999998647
R162,JOB009,R162_CF_NAME_CITY,name+city,Rohan Gupta | Kolkata,0.44846,0.448778,0.00031799999999998496
R162,JOB009,R162_CF_DEGREE_AGE,degree+age,Bachelor | 34,0.44846,0.379975,-0.06848500000000002
R162,JOB009,R162_CF_COLLEGE_EXPERIENCE,college+experience,NIT Tiruchirappalli | 60,0.44846,0.448976,0.0005159999999999609
R162,JOB009,R162_CF_NAME_AGE,name+age,Rohan Gupta | 34,0.44846,0.449155,0.0006950000000000012
R163,JOB014,R163_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Bombay | Bangalore,0.429824,0.430789,0.0009649999999999936
R163,JOB014,R163_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Bombay | Ananya Iyer,0.429824,0.429886,6.20000000000065e-05
R163,JOB014,R163_CF_NAME_CITY,name+city,Ananya Iyer | Bangalore,0.429824,0.429235,-0.0005890000000000062
R163,JOB014,R163_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Bombay | 61,0.429824,0.430527,0.0007030000000000092
R163,JOB014,R163_CF_NAME_AGE,name+age,Ananya Iyer | 34,0.429824,0.429223,-0.0006009999999999627
R164,JOB010,R164_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Kanpur | Delhi,0.472364,0.479001,0.006637000000000004
R164,JOB010,R164_CF_DEGREE_COURSE,degree+course,MBA | Electronics,0.472364,0.409528,-0.062836
R164,JOB010,R164_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Kanpur | Ananya Iyer,0.472364,0.473102,0.0007380000000000164
R164,JOB010,R164_CF_NAME_CITY,name+city,Ananya Iyer | Delhi,0.472364,0.475867,0.0035029999999999784
R164,JOB010,R164_CF_DEGREE_AGE,degree+age,MBA | 32,0.472364,0.480619,0.008255000000000012
R164,JOB010,R164_CF_COURSE_EXPERIENCE,course+experience,Electronics | 63,0.472364,0.407679,-0.06468499999999999
R164,JOB010,R164_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Kanpur | 63,0.472364,0.47985,0.007485999999999993
R164,JOB010,R164_CF_NAME_AGE,name+age,Ananya Iyer | 32,0.472364,0.477186,0.004821999999999993
R165,JOB015,R165_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Roorkee | Mumbai,0.480826,0.482992,0.0021660000000000013
R165,JOB015,R165_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Roorkee | Ishita Chopra,0.480826,0.478884,-0.0019419999999999993
R165,JOB015,R165_CF_NAME_CITY,name+city,Ishita Chopra | Mumbai,0.480826,0.481431,0.0006050000000000222
R165,JOB015,R165_CF_COURSE_EXPERIENCE,course+experience,Electronics | 144,0.480826,0.410187,-0.07063899999999995
R165,JOB015,R165_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Roorkee | 144,0.480826,0.48366,0.002834000000000003
R165,JOB015,R165_CF_NAME_AGE,name+age,Ishita Chopra | 41,0.480826,0.482609,0.0017830000000000346
R166,JOB023,R166_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Roorkee | Pune,0.48694,0.48469,-0.0022499999999999742
R166,JOB023,R166_CF_DEGREE_COURSE,degree+course,BCA | Sociology,0.48694,0.415603,-0.07133699999999998
R166,JOB023,R166_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Roorkee | Aditya Verma,0.48694,0.481695,-0.005245
R166,JOB023,R166_CF_NAME_CITY,name+city,Aditya Verma | Pune,0.48694,0.481641,-0.005298999999999998
R166,JOB023,R166_CF_DEGREE_AGE,degree+age,BCA | 39,0.48694,0.414984,-0.07195599999999996
R166,JOB023,R166_CF_COURSE_EXPERIENCE,course+experience,Sociology | 84,0.48694,0.486811,-0.00012899999999999023
R166,JOB023,R166_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Roorkee | 84,0.48694,0.484398,-0.0025419999999999887
R166,JOB023,R166_CF_NAME_AGE,name+age,Aditya Verma | 39,0.48694,0.481194,-0.005745999999999973
R167,JOB012,R167_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Guwahati | Pune,0.544032,0.546156,0.0021240000000000148
R167,JOB012,R167_CF_DEGREE_COURSE,degree+course,M.Tech | Electrical Engineering,0.544032,0.55846,0.014427999999999996
R167,JOB012,R167_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Guwahati | Aditya Verma,0.544032,0.548801,0.004769000000000023
R167,JOB012,R167_CF_NAME_CITY,name+city,Aditya Verma | Pune,0.544032,0.545413,0.0013810000000000766
R167,JOB012,R167_CF_DEGREE_AGE,degree+age,M.Tech | 31,0.544032,0.544032,0.0
R167,JOB012,R167_CF_COURSE_EXPERIENCE,course+experience,Electrical Engineering | 27,0.544032,0.55846,0.014427999999999996
R167,JOB012,R167_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Guwahati | 27,0.544032,0.547801,0.0037690000000000223
R167,JOB012,R167_CF_NAME_AGE,name+age,Aditya Verma | 31,0.544032,0.546344,0.0023120000000000918
R168,JOB023,R168_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Guwahati | Ahmedabad,0.540334,0.538372,-0.0019620000000000193
R168,JOB023,R168_CF_DEGREE_COURSE,degree+course,M.Sc | Data Science,0.540334,0.402268,-0.13806599999999997
R168,JOB023,R168_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Guwahati | Neha Kapoor,0.540334,0.535567,-0.004766999999999966
R168,JOB023,R168_CF_NAME_CITY,name+city,Neha Kapoor | Ahmedabad,0.540334,0.536372,-0.003962000000000021
R168,JOB023,R168_CF_DEGREE_AGE,degree+age,M.Sc | 46,0.540334,0.471386,-0.06894799999999995
R168,JOB023,R168_CF_COURSE_EXPERIENCE,course+experience,Data Science | 132,0.540334,0.470156,-0.07017799999999996
R168,JOB023,R168_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Guwahati | 132,0.540334,0.5397,-0.0006340000000000234
R168,JOB023,R168_CF_NAME_AGE,name+age,Neha Kapoor | 46,0.540334,0.535665,-0.004669000000000034
R169,JOB024,R169_CF_COLLEGE_CITY,college+city,Indian Institute of Science Bangalore | Kolkata,0.484432,0.481614,-0.002817999999999987
R169,JOB024,R169_CF_COLLEGE_NAME,college+name,Indian Institute of Science Bangalore | Vikram Reddy,0.484432,0.478414,-0.006017999999999968
R169,JOB024,R169_CF_NAME_CITY,name+city,Vikram Reddy | Kolkata,0.484432,0.479664,-0.0047679999999999945
R169,JOB024,R169_CF_DEGREE_AGE,degree+age,B.A. LL.B. | 32,0.484432,0.427984,-0.056448
R169,JOB024,R169_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Science Bangalore | 60,0.484432,0.483235,-0.001196999999999948
R169,JOB024,R169_CF_NAME_AGE,name+age,Vikram Reddy | 32,0.484432,0.48195,-0.0024819999999999842
R170,JOB015,R170_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Kharagpur | Delhi,0.47279,0.472567,-0.00022299999999997322
R170,JOB015,R170_CF_DEGREE_COURSE,degree+course,LLM | Economics,0.47279,0.402094,-0.07069599999999998
R170,JOB015,R170_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Kharagpur | Vikram Reddy,0.47279,0.47261,-0.00018000000000001348
R170,JOB015,R170_CF_NAME_CITY,name+city,Vikram Reddy | Delhi,0.47279,0.472408,-0.00038199999999999346
R170,JOB015,R170_CF_DEGREE_AGE,degree+age,LLM | 37,0.47279,0.402202,-0.07058799999999998
R170,JOB015,R170_CF_COURSE_EXPERIENCE,course+experience,Economics | 144,0.47279,0.472682,-0.00010799999999999699
R170,JOB015,R170_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Kharagpur | 144,0.47279,0.472959,0.00016900000000003024
R170,JOB015,R170_CF_NAME_AGE,name+age,Vikram Reddy | 37,0.47279,0.473029,0.00023899999999998922
R171,JOB023,R171_CF_COLLEGE_CITY,college+city,NIT Tiruchirappalli | Delhi,0.482871,0.474479,-0.00839200000000001
R171,JOB023,R171_CF_DEGREE_COURSE,degree+course,Diploma | Biotechnology,0.482871,0.40299,-0.07988099999999998
R171,JOB023,R171_CF_COLLEGE_NAME,college+name,NIT Tiruchirappalli | Rohan Gupta,0.482871,0.47572,-0.0071510000000000185
R171,JOB023,R171_CF_NAME_CITY,name+city,Rohan Gupta | Delhi,0.482871,0.481072,-0.001798999999999995
R171,JOB023,R171_CF_DEGREE_AGE,degree+age,Diploma | 37,0.482871,0.408603,-0.074268
